match_id,year,round,round_name,date,venue,venue_state,venue_lat,venue_lon,hteam,ateam,hscore,ascore,winner,margin,is_final,is_grand_final
23325,1990,1,Round 1,1990-03-31,Princes Park,VIC,-37.7847,144.9614,Carlton,Sydney,99,104,Sydney,5,0,0
23326,1990,1,Round 1,1990-03-31,Windy Hill,VIC,-37.7468,144.918,Essendon,Fitzroy,141,60,Essendon,81,0,0
23327,1990,1,Round 1,1990-03-31,Waverley Park,VIC,-37.932,145.188,Geelong,Hawthorn,77,192,Hawthorn,115,0,0
23328,1990,1,Round 1,1990-03-31,M.C.G.,VIC,-37.82,144.9834,North Melbourne,Melbourne,89,142,Melbourne,53,0,0
23329,1990,1,Round 1,1990-03-31,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,Richmond,133,74,Brisbane Lions,59,0,0
23331,1990,1,Round 1,1990-04-01,Subiaco,WA,-31.9442,115.8262,West Coast,Collingwood,100,54,West Coast,46,0,0
23330,1990,1,Round 1,1990-04-01,Western Oval,VIC,-37.7986,144.8865,Western Bulldogs,St Kilda,81,144,St Kilda,63,0,0
23261,1990,2,Round 2,1990-04-06,M.C.G.,VIC,-37.82,144.9834,Richmond,North Melbourne,68,209,North Melbourne,141,0,0
23263,1990,2,Round 2,1990-04-07,Waverley Park,VIC,-37.932,145.188,Carlton,Collingwood,87,122,Collingwood,35,0,0
23264,1990,2,Round 2,1990-04-07,M.C.G.,VIC,-37.82,144.9834,Melbourne,Geelong,128,91,Melbourne,37,0,0
23265,1990,2,Round 2,1990-04-07,Moorabbin Oval,VIC,-37.9405,145.0394,St Kilda,West Coast,127,69,St Kilda,58,0,0
23262,1990,2,Round 2,1990-04-07,Princes Park,VIC,-37.7847,144.9614,Fitzroy,Brisbane Lions,98,59,Fitzroy,39,0,0
23266,1990,2,Round 2,1990-04-08,M.C.G.,VIC,-37.82,144.9834,Essendon,Hawthorn,159,97,Essendon,62,0,0
23267,1990,2,Round 2,1990-04-08,S.C.G.,NSW,-33.8917,151.2244,Sydney,Western Bulldogs,78,140,Western Bulldogs,62,0,0
23313,1990,3,Round 3,1990-04-14,Princes Park,VIC,-37.7847,144.9614,Hawthorn,Richmond,111,81,Hawthorn,30,0,0
23311,1990,3,Round 3,1990-04-14,Waverley Park,VIC,-37.932,145.188,St Kilda,Carlton,76,92,Carlton,16,0,0
23312,1990,3,Round 3,1990-04-14,Western Oval,VIC,-37.7986,144.8865,Western Bulldogs,West Coast,59,122,West Coast,63,0,0
23314,1990,3,Round 3,1990-04-15,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,North Melbourne,95,113,North Melbourne,18,0,0
23315,1990,3,Round 3,1990-04-16,Victoria Park,VIC,-37.8067,144.9919,Collingwood,Sydney,128,93,Collingwood,35,0,0
23317,1990,3,Round 3,1990-04-16,Kardinia Park,VIC,-38.1581,144.3544,Geelong,Fitzroy,150,77,Geelong,73,0,0
23316,1990,3,Round 3,1990-04-16,M.C.G.,VIC,-37.82,144.9834,Melbourne,Essendon,122,95,Melbourne,27,0,0
23207,1990,4,Round 4,1990-04-20,W.A.C.A.,WA,-31.9598,115.8804,West Coast,Carlton,120,70,West Coast,50,0,0
23209,1990,4,Round 4,1990-04-21,Victoria Park,VIC,-37.8067,144.9919,Collingwood,Western Bulldogs,96,78,Collingwood,18,0,0
23208,1990,4,Round 4,1990-04-21,Princes Park,VIC,-37.7847,144.9614,Hawthorn,Brisbane Lions,120,38,Hawthorn,82,0,0
23210,1990,4,Round 4,1990-04-21,M.C.G.,VIC,-37.82,144.9834,Richmond,Essendon,49,127,Essendon,78,0,0
23211,1990,4,Round 4,1990-04-21,Waverley Park,VIC,-37.932,145.188,Fitzroy,Melbourne,64,89,Melbourne,25,0,0
23212,1990,4,Round 4,1990-04-22,M.C.G.,VIC,-37.82,144.9834,North Melbourne,Geelong,112,143,Geelong,31,0,0
23213,1990,4,Round 4,1990-04-22,S.C.G.,NSW,-33.8917,151.2244,Sydney,St Kilda,97,131,St Kilda,34,0,0
23214,1990,5,Round 5,1990-04-25,Princes Park,VIC,-37.7847,144.9614,Carlton,Western Bulldogs,76,103,Western Bulldogs,27,0,0
23215,1990,5,Round 5,1990-04-25,M.C.G.,VIC,-37.82,144.9834,Richmond,Fitzroy,143,64,Richmond,79,0,0
23217,1990,5,Round 5,1990-04-28,Waverley Park,VIC,-37.932,145.188,Essendon,Geelong,81,89,Geelong,8,0,0
23218,1990,5,Round 5,1990-04-28,Princes Park,VIC,-37.7847,144.9614,Hawthorn,North Melbourne,108,78,Hawthorn,30,0,0
23216,1990,5,Round 5,1990-04-28,M.C.G.,VIC,-37.82,144.9834,St Kilda,Collingwood,91,92,Collingwood,1,0,0
23219,1990,5,Round 5,1990-04-28,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,Melbourne,61,125,Melbourne,64,0,0
23220,1990,5,Round 5,1990-04-29,Subiaco,WA,-31.9442,115.8262,West Coast,Sydney,128,67,West Coast,61,0,0
23253,1990,6,Round 6,1990-05-04,M.C.G.,VIC,-37.82,144.9834,Richmond,West Coast,68,103,West Coast,35,0,0
23255,1990,6,Round 6,1990-05-05,Princes Park,VIC,-37.7847,144.9614,Carlton,North Melbourne,133,103,Carlton,30,0,0
23256,1990,6,Round 6,1990-05-05,M.C.G.,VIC,-37.82,144.9834,Collingwood,Essendon,75,101,Essendon,26,0,0
23254,1990,6,Round 6,1990-05-05,Kardinia Park,VIC,-38.1581,144.3544,Geelong,Brisbane Lions,151,80,Geelong,71,0,0
23258,1990,6,Round 6,1990-05-05,Moorabbin Oval,VIC,-37.9405,145.0394,St Kilda,Hawthorn,104,101,St Kilda,3,0,0
23257,1990,6,Round 6,1990-05-05,Waverley Park,VIC,-37.932,145.188,Western Bulldogs,Fitzroy,82,50,Western Bulldogs,32,0,0
23259,1990,6,Round 6,1990-05-06,S.C.G.,NSW,-33.8917,151.2244,Sydney,Melbourne,98,93,Sydney,5,0,0
23235,1990,7,Round 7,1990-05-11,M.C.G.,VIC,-37.82,144.9834,Melbourne,West Coast,116,61,Melbourne,55,0,0
23237,1990,7,Round 7,1990-05-12,Waverley Park,VIC,-37.932,145.188,Collingwood,Hawthorn,92,94,Hawthorn,2,0,0
23236,1990,7,Round 7,1990-05-12,Windy Hill,VIC,-37.7468,144.918,Essendon,Carlton,91,111,Carlton,20,0,0
23239,1990,7,Round 7,1990-05-12,M.C.G.,VIC,-37.82,144.9834,North Melbourne,Western Bulldogs,85,87,Western Bulldogs,2,0,0
23238,1990,7,Round 7,1990-05-12,Princes Park,VIC,-37.7847,144.9614,Fitzroy,St Kilda,121,103,Fitzroy,18,0,0
23240,1990,7,Round 7,1990-05-13,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,Sydney,96,88,Brisbane Lions,8,0,0
23241,1990,7,Round 7,1990-05-13,Kardinia Park,VIC,-38.1581,144.3544,Geelong,Richmond,82,96,Richmond,14,0,0
23178,1990,8,Round 8,1990-05-18,S.C.G.,NSW,-33.8917,151.2244,Sydney,Geelong,107,98,Sydney,9,0,0
23179,1990,8,Round 8,1990-05-19,Waverley Park,VIC,-37.932,145.188,Carlton,Hawthorn,126,59,Carlton,67,0,0
23181,1990,8,Round 8,1990-05-19,M.C.G.,VIC,-37.82,144.9834,Melbourne,Richmond,133,80,Melbourne,53,0,0
23182,1990,8,Round 8,1990-05-19,Moorabbin Oval,VIC,-37.9405,145.0394,St Kilda,North Melbourne,94,78,St Kilda,16,0,0
23180,1990,8,Round 8,1990-05-19,Princes Park,VIC,-37.7847,144.9614,Fitzroy,Collingwood,75,120,Collingwood,45,0,0
23184,1990,8,Round 8,1990-05-20,Subiaco,WA,-31.9442,115.8262,West Coast,Brisbane Lions,122,63,West Coast,59,0,0
23183,1990,8,Round 8,1990-05-20,Western Oval,VIC,-37.7986,144.8865,Western Bulldogs,Essendon,78,97,Essendon,19,0,0
23193,1990,9,Round 9,1990-05-26,Princes Park,VIC,-37.7847,144.9614,Carlton,Fitzroy,123,82,Carlton,41,0,0
23194,1990,9,Round 9,1990-05-26,Victoria Park,VIC,-37.8067,144.9919,Collingwood,North Melbourne,176,96,Collingwood,80,0,0
23195,1990,9,Round 9,1990-05-26,Windy Hill,VIC,-37.7468,144.918,Essendon,St Kilda,124,113,Essendon,11,0,0
23196,1990,9,Round 9,1990-05-26,Waverley Park,VIC,-37.932,145.188,Hawthorn,Melbourne,92,48,Hawthorn,44,0,0
23197,1990,9,Round 9,1990-05-26,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,Western Bulldogs,56,125,Western Bulldogs,69,0,0
23198,1990,9,Round 9,1990-05-27,M.C.G.,VIC,-37.82,144.9834,Richmond,Sydney,139,60,Richmond,79,0,0
23199,1990,9,Round 9,1990-05-27,Subiaco,WA,-31.9442,115.8262,West Coast,Geelong,112,93,West Coast,19,0,0
23200,1990,10,Round 10,1990-06-01,M.C.G.,VIC,-37.82,144.9834,North Melbourne,West Coast,118,90,North Melbourne,28,0,0
23203,1990,10,Round 10,1990-06-02,Waverley Park,VIC,-37.932,145.188,Collingwood,Melbourne,110,58,Collingwood,52,0,0
23202,1990,10,Round 10,1990-06-02,M.C.G.,VIC,-37.82,144.9834,Richmond,Carlton,108,85,Richmond,23,0,0
23201,1990,10,Round 10,1990-06-02,Moorabbin Oval,VIC,-37.9405,145.0394,St Kilda,Brisbane Lions,148,71,St Kilda,77,0,0
23204,1990,10,Round 10,1990-06-02,Princes Park,VIC,-37.7847,144.9614,Fitzroy,Hawthorn,103,89,Fitzroy,14,0,0
23206,1990,10,Round 10,1990-06-03,Kardinia Park,VIC,-38.1581,144.3544,Geelong,Western Bulldogs,96,94,Geelong,2,0,0
23205,1990,10,Round 10,1990-06-03,S.C.G.,NSW,-33.8917,151.2244,Sydney,Essendon,74,164,Essendon,90,0,0
23221,1990,11,Round 11,1990-06-09,Windy Hill,VIC,-37.7468,144.918,Essendon,West Coast,99,60,Essendon,39,0,0
23223,1990,11,Round 11,1990-06-09,Princes Park,VIC,-37.7847,144.9614,Hawthorn,Sydney,132,83,Hawthorn,49,0,0
23222,1990,11,Round 11,1990-06-09,Waverley Park,VIC,-37.932,145.188,St Kilda,Geelong,104,112,Geelong,8,0,0
23224,1990,11,Round 11,1990-06-10,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,Collingwood,73,107,Collingwood,34,0,0
23225,1990,11,Round 11,1990-06-11,M.C.G.,VIC,-37.82,144.9834,Melbourne,Carlton,99,93,Melbourne,6,0,0
23227,1990,11,Round 11,1990-06-11,Western Oval,VIC,-37.7986,144.8865,Western Bulldogs,Richmond,96,82,Western Bulldogs,14,0,0
23226,1990,11,Round 11,1990-06-11,Princes Park,VIC,-37.7847,144.9614,Fitzroy,North Melbourne,78,100,North Melbourne,22,0,0
23268,1990,12,Round 12,1990-06-15,W.A.C.A.,WA,-31.9598,115.8804,West Coast,Hawthorn,105,82,West Coast,23,0,0
23269,1990,12,Round 12,1990-06-16,Princes Park,VIC,-37.7847,144.9614,Carlton,Brisbane Lions,158,89,Carlton,69,0,0
23271,1990,12,Round 12,1990-06-16,Windy Hill,VIC,-37.7468,144.918,Essendon,North Melbourne,124,94,Essendon,30,0,0
23270,1990,12,Round 12,1990-06-16,Waverley Park,VIC,-37.932,145.188,Geelong,Collingwood,88,99,Collingwood,11,0,0
23272,1990,12,Round 12,1990-06-16,M.C.G.,VIC,-37.82,144.9834,Richmond,St Kilda,128,108,Richmond,20,0,0
23273,1990,12,Round 12,1990-06-17,S.C.G.,NSW,-33.8917,151.2244,Sydney,Fitzroy,71,116,Fitzroy,45,0,0
23274,1990,12,Round 12,1990-06-17,Western Oval,VIC,-37.7986,144.8865,Western Bulldogs,Melbourne,68,101,Melbourne,33,0,0
23246,1990,13,Round 13,1990-06-23,Princes Park,VIC,-37.7847,144.9614,Carlton,Geelong,123,104,Carlton,19,0,0
23247,1990,13,Round 13,1990-06-23,M.C.G.,VIC,-37.82,144.9834,Melbourne,St Kilda,99,132,St Kilda,33,0,0
23248,1990,13,Round 13,1990-06-23,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,Essendon,55,109,Essendon,54,0,0
23249,1990,13,Round 13,1990-06-30,Victoria Park,VIC,-37.8067,144.9919,Collingwood,Richmond,101,42,Collingwood,59,0,0
23250,1990,13,Round 13,1990-06-30,Waverley Park,VIC,-37.932,145.188,Hawthorn,Western Bulldogs,73,91,Western Bulldogs,18,0,0
23251,1990,13,Round 13,1990-06-30,M.C.G.,VIC,-37.82,144.9834,North Melbourne,Sydney,131,41,North Melbourne,90,0,0
23252,1990,13,Round 13,1990-07-01,Subiaco,WA,-31.9442,115.8262,West Coast,Fitzroy,128,91,West Coast,37,0,0
23297,1990,14,Round 14,1990-07-06,M.C.G.,VIC,-37.82,144.9834,Richmond,Brisbane Lions,153,71,Richmond,82,0,0
23298,1990,14,Round 14,1990-07-07,Victoria Park,VIC,-37.8067,144.9919,Collingwood,West Coast,102,76,Collingwood,26,0,0
23301,1990,14,Round 14,1990-07-07,Waverley Park,VIC,-37.932,145.188,Hawthorn,Geelong,118,50,Hawthorn,68,0,0
23302,1990,14,Round 14,1990-07-07,M.C.G.,VIC,-37.82,144.9834,Melbourne,North Melbourne,73,200,North Melbourne,127,0,0
23300,1990,14,Round 14,1990-07-07,Moorabbin Oval,VIC,-37.9405,145.0394,St Kilda,Western Bulldogs,78,85,Western Bulldogs,7,0,0
23299,1990,14,Round 14,1990-07-07,Princes Park,VIC,-37.7847,144.9614,Fitzroy,Essendon,61,144,Essendon,83,0,0
23303,1990,14,Round 14,1990-07-08,S.C.G.,NSW,-33.8917,151.2244,Sydney,Carlton,90,162,Carlton,72,0,0
23290,1990,15,Round 15,1990-07-13,W.A.C.A.,WA,-31.9598,115.8804,West Coast,St Kilda,108,90,West Coast,18,0,0
23291,1990,15,Round 15,1990-07-14,Waverley Park,VIC,-37.932,145.188,Collingwood,Carlton,113,59,Collingwood,54,0,0
23294,1990,15,Round 15,1990-07-14,Kardinia Park,VIC,-38.1581,144.3544,Geelong,Melbourne,113,103,Geelong,10,0,0
23292,1990,15,Round 15,1990-07-14,Princes Park,VIC,-37.7847,144.9614,Hawthorn,Essendon,67,142,Essendon,75,0,0
23295,1990,15,Round 15,1990-07-14,M.C.G.,VIC,-37.82,144.9834,North Melbourne,Richmond,144,100,North Melbourne,44,0,0
23293,1990,15,Round 15,1990-07-14,Western Oval,VIC,-37.7986,144.8865,Western Bulldogs,Sydney,112,96,Western Bulldogs,16,0,0
23296,1990,15,Round 15,1990-07-15,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,Fitzroy,111,62,Brisbane Lions,49,0,0
23228,1990,16,Round 16,1990-07-20,W.A.C.A.,WA,-31.9598,115.8804,West Coast,Western Bulldogs,109,66,West Coast,43,0,0
23229,1990,16,Round 16,1990-07-21,Princes Park,VIC,-37.7847,144.9614,Carlton,St Kilda,123,108,Carlton,15,0,0
23230,1990,16,Round 16,1990-07-21,Windy Hill,VIC,-37.7468,144.918,Essendon,Melbourne,106,114,Melbourne,8,0,0
23232,1990,16,Round 16,1990-07-21,M.C.G.,VIC,-37.82,144.9834,Richmond,Hawthorn,68,159,Hawthorn,91,0,0
23231,1990,16,Round 16,1990-07-21,Waverley Park,VIC,-37.932,145.188,Fitzroy,Geelong,108,81,Fitzroy,27,0,0
23233,1990,16,Round 16,1990-07-22,M.C.G.,VIC,-37.82,144.9834,North Melbourne,Brisbane Lions,90,54,North Melbourne,36,0,0
23234,1990,16,Round 16,1990-07-22,S.C.G.,NSW,-33.8917,151.2244,Sydney,Collingwood,123,147,Collingwood,24,0,0
23275,1990,17,Round 17,1990-07-28,Princes Park,VIC,-37.7847,144.9614,Carlton,West Coast,101,132,West Coast,31,0,0
23276,1990,17,Round 17,1990-07-28,Waverley Park,VIC,-37.932,145.188,Essendon,Richmond,125,46,Essendon,79,0,0
23278,1990,17,Round 17,1990-07-28,Kardinia Park,VIC,-38.1581,144.3544,Geelong,North Melbourne,110,131,North Melbourne,21,0,0
23277,1990,17,Round 17,1990-07-28,M.C.G.,VIC,-37.82,144.9834,Melbourne,Fitzroy,109,90,Melbourne,19,0,0
23279,1990,17,Round 17,1990-07-28,Moorabbin Oval,VIC,-37.9405,145.0394,St Kilda,Sydney,148,73,St Kilda,75,0,0
23280,1990,17,Round 17,1990-07-29,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,Hawthorn,95,110,Hawthorn,15,0,0
23281,1990,17,Round 17,1990-07-29,M.C.G.,VIC,-37.82,144.9834,Western Bulldogs,Collingwood,96,93,Western Bulldogs,3,0,0
23318,1990,18,Round 18,1990-08-03,M.C.G.,VIC,-37.82,144.9834,North Melbourne,Hawthorn,98,108,Hawthorn,10,0,0
23320,1990,18,Round 18,1990-08-04,Victoria Park,VIC,-37.8067,144.9919,Collingwood,St Kilda,117,49,Collingwood,68,0,0
23321,1990,18,Round 18,1990-08-04,Kardinia Park,VIC,-38.1581,144.3544,Geelong,Essendon,92,94,Essendon,2,0,0
23319,1990,18,Round 18,1990-08-04,Waverley Park,VIC,-37.932,145.188,Melbourne,Brisbane Lions,73,60,Melbourne,13,0,0
23322,1990,18,Round 18,1990-08-04,Princes Park,VIC,-37.7847,144.9614,Fitzroy,Richmond,113,75,Fitzroy,38,0,0
23324,1990,18,Round 18,1990-08-05,S.C.G.,NSW,-33.8917,151.2244,Sydney,West Coast,68,83,West Coast,15,0,0
23323,1990,18,Round 18,1990-08-05,Western Oval,VIC,-37.7986,144.8865,Western Bulldogs,Carlton,67,96,Carlton,29,0,0
23283,1990,19,Round 19,1990-08-11,Waverley Park,VIC,-37.932,145.188,Hawthorn,St Kilda,119,83,Hawthorn,36,0,0
23284,1990,19,Round 19,1990-08-11,M.C.G.,VIC,-37.82,144.9834,Melbourne,Sydney,173,106,Melbourne,67,0,0
23282,1990,19,Round 19,1990-08-11,Princes Park,VIC,-37.7847,144.9614,Fitzroy,Western Bulldogs,88,123,Western Bulldogs,35,0,0
23285,1990,19,Round 19,1990-08-11,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,Geelong,163,97,Brisbane Lions,66,0,0
23287,1990,19,Round 19,1990-08-12,Waverley Park,VIC,-37.932,145.188,Essendon,Collingwood,84,78,Essendon,6,0,0
23286,1990,19,Round 19,1990-08-12,M.C.G.,VIC,-37.82,144.9834,North Melbourne,Carlton,89,55,North Melbourne,34,0,0
23288,1990,19,Round 19,1990-08-12,Subiaco,WA,-31.9442,115.8262,West Coast,Richmond,153,105,West Coast,48,0,0
23171,1990,20,Round 20,1990-08-17,S.C.G.,NSW,-33.8917,151.2244,Sydney,Brisbane Lions,86,55,Sydney,31,0,0
23172,1990,20,Round 20,1990-08-18,Princes Park,VIC,-37.7847,144.9614,Carlton,Essendon,107,87,Carlton,20,0,0
23173,1990,20,Round 20,1990-08-18,Waverley Park,VIC,-37.932,145.188,Hawthorn,Collingwood,163,80,Hawthorn,83,0,0
23176,1990,20,Round 20,1990-08-18,M.C.G.,VIC,-37.82,144.9834,Richmond,Geelong,94,158,Geelong,64,0,0
23174,1990,20,Round 20,1990-08-18,Moorabbin Oval,VIC,-37.9405,145.0394,St Kilda,Fitzroy,117,116,St Kilda,1,0,0
23175,1990,20,Round 20,1990-08-18,Western Oval,VIC,-37.7986,144.8865,Western Bulldogs,North Melbourne,88,115,North Melbourne,27,0,0
23177,1990,20,Round 20,1990-08-19,Subiaco,WA,-31.9442,115.8262,West Coast,Melbourne,103,139,Melbourne,36,0,0
23186,1990,21,Round 21,1990-08-24,M.C.G.,VIC,-37.82,144.9834,North Melbourne,St Kilda,179,87,North Melbourne,92,0,0
23188,1990,21,Round 21,1990-08-25,Victoria Park,VIC,-37.8067,144.9919,Collingwood,Fitzroy,118,32,Collingwood,86,0,0
23189,1990,21,Round 21,1990-08-25,Windy Hill,VIC,-37.7468,144.918,Essendon,Western Bulldogs,104,80,Essendon,24,0,0
23190,1990,21,Round 21,1990-08-25,Kardinia Park,VIC,-38.1581,144.3544,Geelong,Sydney,90,92,Sydney,2,0,0
23187,1990,21,Round 21,1990-08-25,Princes Park,VIC,-37.7847,144.9614,Hawthorn,Carlton,116,85,Hawthorn,31,0,0
23191,1990,21,Round 21,1990-08-25,Waverley Park,VIC,-37.932,145.188,Richmond,Melbourne,50,86,Melbourne,36,0,0
23192,1990,21,Round 21,1990-08-26,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,West Coast,59,100,West Coast,41,0,0
23308,1990,22,Round 22,1990-09-01,Kardinia Park,VIC,-38.1581,144.3544,Geelong,West Coast,83,90,West Coast,7,0,0
23309,1990,22,Round 22,1990-09-01,M.C.G.,VIC,-37.82,144.9834,Melbourne,Hawthorn,116,104,Melbourne,12,0,0
23306,1990,22,Round 22,1990-09-01,Waverley Park,VIC,-37.932,145.188,North Melbourne,Collingwood,67,156,Collingwood,89,0,0
23307,1990,22,Round 22,1990-09-01,Moorabbin Oval,VIC,-37.9405,145.0394,St Kilda,Essendon,93,128,Essendon,35,0,0
23304,1990,22,Round 22,1990-09-01,Western Oval,VIC,-37.7986,144.8865,Western Bulldogs,Brisbane Lions,117,96,Western Bulldogs,21,0,0
23305,1990,22,Round 22,1990-09-01,Princes Park,VIC,-37.7847,144.9614,Fitzroy,Carlton,125,113,Fitzroy,12,0,0
23310,1990,22,Round 22,1990-09-02,S.C.G.,NSW,-33.8917,151.2244,Sydney,Richmond,109,139,Richmond,30,0,0
23289,1990,23,Finals Week 1,1990-09-08,Waverley Park,VIC,-37.932,145.188,Collingwood,West Coast,90,90,Draw,0,1,0
23242,1990,24,Semi-Finals,1990-09-09,M.C.G.,VIC,-37.82,144.9834,Melbourne,Hawthorn,73,64,Melbourne,9,1,0
23243,1990,24,Semi-Finals,1990-09-15,Waverley Park,VIC,-37.932,145.188,Collingwood,West Coast,126,67,Collingwood,59,1,0
23244,1990,25,Preliminary Finals,1990-09-22,Waverley Park,VIC,-37.932,145.188,Melbourne,West Coast,100,130,West Coast,30,1,0
23245,1990,25,Preliminary Finals,1990-09-23,M.C.G.,VIC,-37.82,144.9834,Collingwood,Essendon,117,54,Collingwood,63,1,0
23185,1990,26,Grand Final,1990-09-29,Waverley Park,VIC,-37.932,145.188,Essendon,West Coast,121,58,Essendon,63,1,0
23260,1990,27,Grand Final,1990-10-06,M.C.G.,VIC,-37.82,144.9834,Collingwood,Essendon,89,41,Collingwood,48,1,1
23078,1991,1,Round 1,1991-03-22,Football Park,SA,-34.8617,138.5564,Adelaide,Hawthorn,155,69,Adelaide,86,0,0
23079,1991,1,Round 1,1991-03-23,Waverley Park,VIC,-37.932,145.188,St Kilda,Richmond,107,82,St Kilda,25,0,0
23081,1991,1,Round 1,1991-03-24,Subiaco,WA,-31.9442,115.8262,West Coast,Melbourne,99,20,West Coast,79,0,0
23080,1991,1,Round 1,1991-03-24,Waverley Park,VIC,-37.932,145.188,Western Bulldogs,Collingwood,76,146,Collingwood,70,0,0
23096,1991,2,Round 2,1991-03-30,Waverley Park,VIC,-37.932,145.188,Collingwood,West Coast,58,85,West Coast,27,0,0
23097,1991,2,Round 2,1991-03-30,Princes Park,VIC,-37.7847,144.9614,Fitzroy,Melbourne,49,180,Melbourne,131,0,0
23098,1991,2,Round 2,1991-03-30,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,North Melbourne,58,104,North Melbourne,46,0,0
23099,1991,2,Round 2,1991-03-31,Football Park,SA,-34.8617,138.5564,Adelaide,Carlton,81,104,Carlton,23,0,0
23101,1991,2,Round 2,1991-04-01,Kardinia Park,VIC,-38.1581,144.3544,Geelong,St Kilda,130,104,Geelong,26,0,0
23102,1991,2,Round 2,1991-04-01,Princes Park,VIC,-37.7847,144.9614,Hawthorn,Sydney,166,75,Hawthorn,91,0,0
23100,1991,2,Round 2,1991-04-01,M.C.G.,VIC,-37.82,144.9834,Richmond,Essendon,109,113,Essendon,4,0,0
23127,1991,3,Round 3,1991-04-06,Princes Park,VIC,-37.7847,144.9614,Carlton,Brisbane Lions,127,70,Carlton,57,0,0
23128,1991,3,Round 3,1991-04-06,Victoria Park,VIC,-37.8067,144.9919,Collingwood,Fitzroy,117,58,Collingwood,59,0,0
23130,1991,3,Round 3,1991-04-06,Waverley Park,VIC,-37.932,145.188,Hawthorn,Richmond,136,79,Hawthorn,57,0,0
23129,1991,3,Round 3,1991-04-06,M.C.G.,VIC,-37.82,144.9834,North Melbourne,Essendon,94,167,Essendon,73,0,0
23133,1991,3,Round 3,1991-04-07,M.C.G.,VIC,-37.82,144.9834,Melbourne,St Kilda,145,154,St Kilda,9,0,0
23131,1991,3,Round 3,1991-04-07,S.C.G.,NSW,-33.8917,151.2244,Sydney,Adelaide,108,132,Adelaide,24,0,0
23132,1991,3,Round 3,1991-04-07,Western Oval,VIC,-37.7986,144.8865,Western Bulldogs,Geelong,68,117,Geelong,49,0,0
23064,1991,4,Round 4,1991-04-12,W.A.C.A.,WA,-31.9598,115.8804,West Coast,North Melbourne,127,55,West Coast,72,0,0
23065,1991,4,Round 4,1991-04-13,Windy Hill,VIC,-37.7468,144.918,Essendon,Adelaide,92,47,Essendon,45,0,0
23066,1991,4,Round 4,1991-04-13,Waverley Park,VIC,-37.932,145.188,Melbourne,Carlton,155,110,Melbourne,45,0,0
23069,1991,4,Round 4,1991-04-13,M.C.G.,VIC,-37.82,144.9834,Richmond,Sydney,127,164,Sydney,37,0,0
23067,1991,4,Round 4,1991-04-13,Moorabbin Oval,VIC,-37.9405,145.0394,St Kilda,Collingwood,94,94,Draw,0,0,0
23068,1991,4,Round 4,1991-04-13,Princes Park,VIC,-37.7847,144.9614,Fitzroy,Western Bulldogs,90,106,Western Bulldogs,16,0,0
23070,1991,4,Round 4,1991-04-14,Gabba,QLD,-27.4858,153.0381,Brisbane Lions,Geelong,88,190,Geelong,102,0,0
23057,1991,5,Round 5,1991-04-19,S.C.G.,NSW,-33.8917,151.2244,Sydney,Essendon,130,161,Essendon,31,0,0
23058,1991,5,Round 5,1991-04-20,Victoria Park,VIC,-37.8067,144.9919,Collingwood,Brisbane Lions,115,93,Collingwood,22,0,0
23061,1991,5,Round 5,1991-04-20,M.C.G.,VIC,-37.82,144.9834,Melbourne,North Melbourne,182,112,Melbourne,70,0,0
23060,1991,5,Round 5,1991-04-20,Waverley Park,VIC,-37.932,145.188,Western Bulldogs,Hawthorn,118,107,Western Bulldogs,11,0,0
23059,1991,5,Round 5,1991-04-20,Princes Park,VIC,-37.7847,144.9614,Fitzroy,Richmond,89,113,Richmond,24,0,0
23062,1991,5,Round 5,1991-04-21,Kardinia Park,VIC,-38.1581,144.3544,Geelong,Carlton,95,58,Geelong,37,0,0
23063,1991,5,Round 5,1991-04-21,Subiaco,WA,-31.9442,115.8262,West Coast,Adelaide,130,65,West Coast,65,0,0
23043,1991,6,Round 6,1991-04-25,Waverley Park,VIC,-37.932,145.188,Collingwood,Melbourne,77,113,Melbourne,36,0,0
23044,1991,6,Round 6,1991-04-25,M.C.G.,VIC,-37.82,144.9834,North Melbourne,Sydney,188,134,North Melbourne,54,0,0
23045,1991,6,Round 6,1991-04-27,Princes Park,VIC,-37.7847,144.9614,Carlton,St Kilda,94,60,Carlton,34,0,0
23046,1991,6,Round 6,1991-04-27,Waverley Park,VIC,-37.932,145.188,Geelong,West Coast,89,134,West Coast,45,0,0
23047,1991,6,Round 6,1991-04-27,Carrara,QLD,-28.0067,153.3672,Brisbane Lions,Essendon,83,114,Essendon,31,0,0
23048,1991,6,Round 6,1991-04-28,North Hobart,TAS,-42.8694,147.3127,Fitzroy,Hawthorn,74,231,Hawthorn,157,0,0
23049,1991,6,Round 6,1991-04-28,Football Park,SA,-34.8617,138.5564,Adelaide,Western Bulldogs,128,97,Adelaide,31,0,0
